,City,Country,Date,Cloudiness,Humidity,Lat,Lng,Max Temp,Wind Speed,Date_Read
277,Kavaratti,IN,1563906563,99,76,10.57,72.64,82.78,20.56,2019-07-23 18:29:23
278,Mount Gambier,AU,1563906564,75,87,-37.83,140.78,42.8,8.05,2019-07-23 18:29:24
279,Plettenberg Bay,ZA,1563906564,63,66,-34.05,23.37,51.28,11.74,2019-07-23 18:29:24
280,Gunjur,GM,1563906564,39,80,13.18,-16.76,77.92,11.45,2019-07-23 18:29:24
281,Tongzi,CN,1563906564,45,92,28.78,105.09,75.22,1.05,2019-07-23 18:29:24
282,Mtambile,TZ,1563906564,10,66,-5.38,39.7,77.2,25.21,2019-07-23 18:29:24
283,Torbay,CA,1563906565,90,77,47.66,-52.73,69.01,13.87,2019-07-23 18:29:25
284,Porbandar,IN,1563906565,93,85,21.64,69.61,83.86,18.79,2019-07-23 18:29:25
285,Ayan,IR,1563906565,48,33,38.23,44.7,67.84,4.76,2019-07-23 18:29:25
286,Byron Bay,AU,1563906566,0,100,-28.65,153.62,55.99,2.95,2019-07-23 18:29:26
287,Nouadhibou,MR,1563906566,0,64,20.93,-17.03,75.2,16.11,2019-07-23 18:29:26
288,San Cristobal,HN,1563906566,100,33,14.68,-86.92,87.28,7.65,2019-07-23 18:29:26
289,Araguari,BR,1563906328,20,46,-18.65,-48.19,73.4,11.41,2019-07-23 18:25:28
290,Yellowknife,CA,1563906566,20,41,62.45,-114.38,77.0,11.41,2019-07-23 18:29:26
291,Hovd,NO,1563906567,0,68,63.83,10.7,69.8,2.24,2019-07-23 18:29:27
292,Ketchikan,US,1563906305,90,77,55.34,-131.65,62.6,13.87,2019-07-23 18:25:05
293,Beyneu,KZ,1563906567,68,27,45.32,55.19,88.54,15.52,2019-07-23 18:29:27
294,Auki,NG,1563906567,62,66,12.18,6.51,81.52,4.61,2019-07-23 18:29:27
295,Hamilton,CA,1563906439,20,44,43.26,-79.87,81.0,8.05,2019-07-23 18:27:19
296,Kabinda,CD,1563906568,0,24,-6.14,24.49,73.6,1.74,2019-07-23 18:29:28
297,Pishva,IR,1563906568,0,18,35.31,51.73,93.2,11.41,2019-07-23 18:29:28
298,Brugg,CH,1563906568,0,33,47.48,8.21,91.99,5.82,2019-07-23 18:29:28
299,Autazes,BR,1563906407,34,43,-3.58,-59.13,92.14,5.5,2019-07-23 18:26:47
300,Hof,DE,1563906568,0,32,50.32,11.92,88.0,8.05,2019-07-23 18:29:28
301,Placerville,US,1563906402,1,39,38.73,-120.8,91.0,4.7,2019-07-23 18:26:42
302,Shu,KZ,1563906569,0,29,43.6,73.76,74.86,2.24,2019-07-23 18:29:29
303,Cayenne,GF,1563906569,34,74,4.94,-52.33,84.2,3.36,2019-07-23 18:29:29
304,Douglas,US,1563906569,90,88,58.28,-134.39,64.4,2.77,2019-07-23 18:29:29
305,Levelland,US,1563906385,75,44,33.59,-102.38,81.0,5.82,2019-07-23 18:26:25
306,Ilembula,TZ,1563906570,0,66,-8.9,34.58,55.6,9.62,2019-07-23 18:29:30
307,Taoudenni,ML,1563906570,6,9,22.68,-3.98,113.2,7.09,2019-07-23 18:29:30
308,Shihezi,CN,1563906570,84,39,44.3,86.03,78.46,3.49,2019-07-23 18:29:30
309,Mwinilunga,ZM,1563906570,0,33,-11.73,24.43,60.1,4.68,2019-07-23 18:29:30
310,Road Town,VG,1563906570,20,62,18.42,-64.62,88.0,11.41,2019-07-23 18:29:30
311,Champerico,MX,1563906571,40,55,16.38,-93.6,86.0,6.93,2019-07-23 18:29:31
312,Foam Lake,CA,1563906571,94,62,51.65,-103.53,76.3,8.12,2019-07-23 18:29:31
313,Klaksvik,FO,1563906571,75,100,62.23,-6.59,55.4,14.99,2019-07-23 18:29:31
314,Baffa,PK,1563906571,61,77,34.44,73.22,73.96,4.09,2019-07-23 18:29:31
315,Tuy Hoa,VN,1563906572,11,74,13.08,109.3,77.92,6.22,2019-07-23 18:29:32
316,Orebro,SE,1563906572,0,82,59.27,15.21,70.0,3.36,2019-07-23 18:29:32
317,Hofn,IS,1563906572,100,94,64.25,-15.21,40.84,6.22,2019-07-23 18:29:32
318,San Patricio,PY,1563906572,100,94,-26.98,-56.83,65.32,6.08,2019-07-23 18:29:32
319,Matara,BI,1563906572,60,79,-3.48,29.48,52.36,3.44,2019-07-23 18:29:32
320,Port-Gentil,GA,1563906565,20,88,-0.72,8.78,75.2,9.17,2019-07-23 18:29:25
321,Yenagoa,NG,1563906573,100,90,4.92,6.26,75.04,5.08,2019-07-23 18:29:33
322,Beloha,MG,1563906573,0,68,-25.17,45.06,61.72,11.59,2019-07-23 18:29:33
323,Lafiagi,NG,1563906573,86,88,8.85,5.42,76.66,2.37,2019-07-23 18:29:33
324,Balad,ID,1563906574,57,90,-6.76,108.42,64.78,4.0,2019-07-23 18:29:34
325,Mogadishu,SO,1563906574,24,80,2.04,45.34,75.76,17.9,2019-07-23 18:29:34
326,Grenville,CA,1563906574,75,68,45.62,-74.6,81.0,6.93,2019-07-23 18:29:34
327,Loandjili,CG,1563906574,20,94,-4.77,11.87,71.6,5.82,2019-07-23 18:29:34
328,Dalianwan,CN,1563906575,40,94,39.03,121.69,77.0,4.47,2019-07-23 18:29:35
329,Codrington,AU,1563906575,0,93,-28.95,153.24,55.99,10.29,2019-07-23 18:29:35
330,Mokokchung,IN,1563906575,100,89,26.32,94.52,73.6,1.57,2019-07-23 18:29:35
331,Mount Isa,AU,1563906575,12,22,-20.73,139.49,59.0,8.05,2019-07-23 18:29:35
332,Sambava,MG,1563906575,86,83,-14.27,50.17,62.26,2.8,2019-07-23 18:29:35
333,Bani,YE,1563906576,56,75,16.02,42.93,89.08,17.2,2019-07-23 18:29:36
334,Komsomolskiy,RU,1563906576,79,72,67.55,63.78,49.3,9.17,2019-07-23 18:29:36
335,Sovetskiy,RU,1563906576,21,84,56.76,48.47,59.56,1.74,2019-07-23 18:29:36
336,Ogaminana,NG,1563906576,100,95,7.6,6.2,72.34,7.87,2019-07-23 18:29:36
337,Punta Alta,AR,1563906577,90,100,-27.46,-55.82,66.2,8.05,2019-07-23 18:29:37
338,Umkomaas,ZA,1563906577,0,28,-30.21,30.8,72.0,3.94,2019-07-23 18:29:37
339,Kualakapuas,ID,1563906577,100,91,-3.01,114.39,70.9,3.18,2019-07-23 18:29:37
340,Putina,PE,1563906577,40,62,-14.91,-69.87,55.4,16.11,2019-07-23 18:29:37
341,Arawa,ID,1563906578,0,72,-3.93,119.75,77.2,22.17,2019-07-23 18:29:38
342,Port Lincoln,AU,1563906368,7,76,-34.72,135.86,57.94,16.13,2019-07-23 18:26:08
343,Port Blair,IN,1563906578,93,80,11.67,92.75,84.22,22.68,2019-07-23 18:29:38
344,Tessalit,ML,1563906578,59,16,20.2,1.01,103.84,5.97,2019-07-23 18:29:38
345,Honningsvag,NO,1563906578,0,82,70.98,25.97,60.8,10.29,2019-07-23 18:29:38
346,Bejar,AL,1563906579,7,67,40.49,19.83,76.84,4.36,2019-07-23 18:29:39
347,Sorong,ID,1563906579,100,95,-0.86,131.25,72.16,5.53,2019-07-23 18:29:39
348,Arman,RU,1563906579,0,58,59.7,150.17,37.78,4.59,2019-07-23 18:29:39
349,Malanje,AO,1563906579,1,24,-9.54,16.35,71.8,2.86,2019-07-23 18:29:39
350,Armeria,MX,1563906579,75,78,18.93,-103.97,91.4,8.05,2019-07-23 18:29:39
351,Lata,IN,1563906580,38,93,30.78,78.62,43.0,0.76,2019-07-23 18:29:40
352,Zhicheng,CN,1563906580,67,54,35.04,112.59,84.04,5.06,2019-07-23 18:29:40
353,Balkanabat,TM,1563906580,0,64,39.51,54.36,84.76,7.87,2019-07-23 18:29:40
354,Manacapuru,BR,1563906580,40,41,-3.3,-60.62,91.4,11.41,2019-07-23 18:29:40
355,Vanimo,PG,1563906581,100,77,-2.67,141.3,80.44,5.97,2019-07-23 18:29:41
356,Khani,GE,1563906581,90,94,41.96,42.96,71.6,2.24,2019-07-23 18:29:41
357,Bathsheba,BB,1563906581,40,88,13.22,-59.52,82.4,12.75,2019-07-23 18:29:41
358,Hit,IQ,1563906581,0,12,33.64,42.83,95.2,8.95,2019-07-23 18:29:41
359,Nueva Guinea,NI,1563906582,100,65,11.69,-84.46,85.12,10.29,2019-07-23 18:29:42
360,Katsuura,JP,1563906555,75,88,33.93,134.5,77.0,4.7,2019-07-23 18:29:15
361,Margate,AU,1563906582,75,92,-43.03,147.26,44.6,13.87,2019-07-23 18:29:42
362,Mpanda,BI,1563906582,36,65,-3.17,29.4,62.98,2.44,2019-07-23 18:29:42
363,Gilgit,PK,1563906582,13,47,35.92,74.31,61.0,6.85,2019-07-23 18:29:42
364,Bath,GB,1563906555,0,47,51.38,-2.36,86.0,9.17,2019-07-23 18:29:15
365,Alandi,IN,1563906583,96,96,18.68,73.9,71.08,7.61,2019-07-23 18:29:43
366,Vigrestad,NO,1563906583,20,82,58.57,5.7,69.01,10.29,2019-07-23 18:29:43
367,Vao,EE,1563906583,0,73,59.1,26.19,65.86,6.73,2019-07-23 18:29:43
368,Yulara,AU,1563906566,0,37,-25.24,130.99,50.0,8.05,2019-07-23 18:29:26
369,Boca do Acre,BR,1563906584,18,29,-8.76,-67.39,96.82,3.62,2019-07-23 18:29:44
370,Teahupoo,PF,1563906584,20,74,-17.83,-149.27,80.6,16.11,2019-07-23 18:29:44
371,Guerrero Negro,MX,1563906584,17,78,27.97,-114.04,69.28,5.99,2019-07-23 18:29:44
372,Abbeville,FR,1563906584,0,31,50.11,1.83,95.0,8.05,2019-07-23 18:29:44
373,Hedensted,DK,1563906585,0,64,55.77,9.7,75.2,6.93,2019-07-23 18:29:45
374,Irtyshskiy,RU,1563906585,13,58,58.33,68.13,62.44,4.41,2019-07-23 18:29:45
375,El Alto,BO,1563906585,40,45,-16.5,-68.19,48.2,16.11,2019-07-23 18:29:45
376,Agbor,NG,1563906586,100,98,6.26,6.15,72.34,3.96,2019-07-23 18:29:46
377,Leh,IN,1563906586,9,30,34.16,77.58,52.18,2.04,2019-07-23 18:29:46
378,Katiola,CI,1563906586,86,87,8.14,-5.1,78.46,4.12,2019-07-23 18:29:46
379,Dakar,SN,1563906549,0,70,14.69,-17.45,84.2,11.41,2019-07-23 18:29:09
380,Broome,GB,1563906586,0,51,52.47,1.45,86.0,8.05,2019-07-23 18:29:46
381,Roswell,US,1563906375,90,51,33.39,-104.52,80.6,5.82,2019-07-23 18:26:15
382,Matagami,NG,1563906587,50,92,9.67,8.4,71.8,2.21,2019-07-23 18:29:47
383,Deep River,CA,1563906587,20,43,46.1,-77.49,75.0,11.41,2019-07-23 18:29:47
384,Nyurba,RU,1563906596,0,57,63.29,118.35,55.78,3.04,2019-07-23 18:29:56
385,Esmeralda,CL,1563906596,0,57,-34.33,-70.9,50.0,8.05,2019-07-23 18:29:56
386,Labuhan,ID,1563906596,93,81,-2.54,115.51,70.0,1.43,2019-07-23 18:29:56
387,Manono,CD,1563906597,1,28,-7.3,27.4,72.7,4.18,2019-07-23 18:29:57
388,Spassk,RU,1563906597,100,92,53.93,43.19,61.36,5.01,2019-07-23 18:29:57
389,Shepsi,RU,1563906597,30,81,44.04,39.15,76.84,1.83,2019-07-23 18:29:57
390,Athabasca,CA,1563906424,0,50,54.72,-113.29,79.18,5.21,2019-07-23 18:27:04
391,Harper,US,1563906597,40,35,30.3,-99.24,88.0,14.99,2019-07-23 18:29:57
392,Beisfjord,NO,1563906598,75,77,68.38,17.6,71.01,17.22,2019-07-23 18:29:58
393,Koumac,NC,1563906598,2,69,-20.56,164.28,68.92,18.81,2019-07-23 18:29:58
394,Hoshcha,UA,1563906598,4,81,50.6,26.67,62.44,6.8,2019-07-23 18:29:58
395,Kumla,SE,1563906598,0,82,59.13,15.14,70.0,3.36,2019-07-23 18:29:58
396,Zhigansk,RU,1563906569,0,45,66.77,123.37,58.66,6.2,2019-07-23 18:29:29
397,Rosetown,CA,1563906599,0,64,51.55,-107.99,81.0,5.99,2019-07-23 18:29:59
398,Carlsbad,CZ,1563906464,0,34,50.23,12.87,82.99,4.7,2019-07-23 18:27:44
399,Alice Springs,AU,1563906599,0,41,-23.7,133.88,42.8,4.7,2019-07-23 18:29:59
400,Nome,US,1563906527,90,74,30.04,-94.42,82.4,3.36,2019-07-23 18:28:47
401,Lompoc,US,1563906599,1,64,34.64,-120.46,87.8,10.29,2019-07-23 18:29:59
402,Red Deer,CA,1563906479,20,61,52.27,-113.82,81.0,2.24,2019-07-23 18:27:59
403,Buraydah,SA,1563906409,0,17,26.33,43.97,98.6,4.7,2019-07-23 18:26:49
404,Maracas,TT,1563906600,40,59,10.76,-61.44,90.0,13.87,2019-07-23 18:30:00
405,Halifax,CA,1563906305,75,83,44.65,-63.58,72.0,10.29,2019-07-23 18:25:05
406,Lasa,CY,1563906600,0,88,34.92,32.53,80.6,8.05,2019-07-23 18:30:00
407,Gangarampur,IN,1563906601,100,90,25.41,88.52,79.9,14.16,2019-07-23 18:30:01
408,Olinda,AU,1563906601,17,86,-37.84,145.39,46.0,5.82,2019-07-23 18:30:01
409,Bandrele,YT,1563906601,0,69,-12.91,45.19,75.2,10.29,2019-07-23 18:30:01
410,Jalu,LY,1563906601,0,30,29.03,21.55,88.0,22.19,2019-07-23 18:30:01
411,Kedrovyy,RU,1563906602,40,100,56.17,91.82,51.8,2.24,2019-07-23 18:30:02
412,Eydhafushi,MV,1563906602,97,75,5.1,73.07,82.96,11.21,2019-07-23 18:30:02
413,Saint Lawrence,MT,1563906603,0,51,36.06,14.2,84.2,6.93,2019-07-23 18:30:03
414,Zeya,RU,1563906603,100,97,53.74,127.27,47.5,15.55,2019-07-23 18:30:03
415,Tosya,TR,1563906603,0,65,41.02,34.04,58.48,5.57,2019-07-23 18:30:03
416,Hereford,GB,1563906603,20,37,52.06,-2.72,87.01,4.7,2019-07-23 18:30:03
417,Bergen,NO,1563906371,20,82,60.39,5.33,70.0,14.99,2019-07-23 18:26:11
418,Outlook,CA,1563906604,15,64,51.48,-107.04,80.01,5.99,2019-07-23 18:30:04
419,Dunda,IN,1563906604,83,81,30.62,78.32,75.04,4.65,2019-07-23 18:30:04
420,Muros,ES,1563906604,20,53,42.77,-9.06,81.0,4.7,2019-07-23 18:30:04
421,Sun City West,US,1563906604,20,30,33.66,-112.34,102.0,8.05,2019-07-23 18:30:04
422,Businga,CD,1563906605,3,90,3.34,20.89,72.34,3.27,2019-07-23 18:30:05
423,Puerto del Rosario,ES,1563906606,20,57,28.5,-13.86,78.8,19.46,2019-07-23 18:30:06
424,Tiksi,RU,1563906607,100,74,71.64,128.87,39.76,10.38,2019-07-23 18:30:07
425,Haljala,EE,1563906607,0,73,59.43,26.27,65.86,6.73,2019-07-23 18:30:07
426,Rio Grande,BR,1563906608,90,100,-32.03,-52.1,60.8,10.22,2019-07-23 18:30:08
427,Henties Bay,NA,1563906608,0,90,-22.12,14.28,55.99,5.01,2019-07-23 18:30:08
428,Dingle,PH,1563906608,99,89,11.0,122.67,75.04,2.86,2019-07-23 18:30:08
429,Lucea,JM,1563906609,75,78,18.44,-78.17,87.01,12.75,2019-07-23 18:30:09
430,Maningrida,AU,1563906609,6,75,-12.05,134.23,57.4,8.25,2019-07-23 18:30:09
431,Acari,BR,1563906609,72,43,-6.44,-36.64,86.02,13.33,2019-07-23 18:30:09
432,Adre,TD,1563906609,32,58,13.47,22.2,82.06,10.4,2019-07-23 18:30:09
433,Laguna,BZ,1563906610,40,79,16.17,-88.94,86.0,4.7,2019-07-23 18:30:10
434,Bontang,ID,1563906610,91,97,0.12,117.47,71.08,2.91,2019-07-23 18:30:10
435,Palmares,BR,1563906354,18,62,-8.68,-35.59,76.12,14.07,2019-07-23 18:25:54
436,Yarmouth,CA,1563906610,90,100,43.84,-66.12,66.99,2.24,2019-07-23 18:30:10
437,Ercis,TR,1563906611,0,41,39.03,43.36,77.0,6.93,2019-07-23 18:30:11
438,Davila,PH,1563906611,40,94,18.47,120.58,77.0,4.7,2019-07-23 18:30:11
439,Viedma,AR,1563906611,0,39,-40.81,-62.99,53.26,14.14,2019-07-23 18:30:11
440,Sioux Lookout,CA,1563906512,1,53,50.1,-91.92,77.0,4.7,2019-07-23 18:28:32
441,Alihe,CN,1563906611,100,98,50.57,123.73,53.8,4.74,2019-07-23 18:30:11
442,Moose Factory,CA,1563906612,90,76,51.26,-80.61,55.4,4.7,2019-07-23 18:30:12
443,Luderitz,NA,1563906386,52,82,-26.65,15.16,59.0,10.29,2019-07-23 18:26:26
444,Okhotsk,RU,1563906612,0,79,59.36,143.24,46.06,4.61,2019-07-23 18:30:12
445,Nagato,JP,1563906612,75,94,34.35,131.14,78.8,3.36,2019-07-23 18:30:12
446,Fukue,JP,1563906613,40,83,35.03,136.69,78.01,8.05,2019-07-23 18:30:13
447,Gizo,IL,1563906613,0,69,31.8,34.94,84.0,5.82,2019-07-23 18:30:13
448,Kalmunai,LK,1563906613,99,78,7.42,81.82,77.38,1.39,2019-07-23 18:30:13
449,Hobyo,SO,1563906613,82,69,5.35,48.53,77.92,26.69,2019-07-23 18:30:13
450,Inirida,CO,1563906613,75,88,3.87,-67.92,81.52,2.44,2019-07-23 18:30:13
451,Taltal,CL,1563906614,8,61,-25.41,-70.49,55.24,9.26,2019-07-23 18:30:14
452,Banyo,CM,1563906614,100,97,6.75,11.81,65.5,1.21,2019-07-23 18:30:14
453,Julio de Castilhos,BR,1563906563,100,93,-29.23,-53.68,67.12,5.19,2019-07-23 18:29:23
454,Tateyama,JP,1563906550,48,90,36.66,137.31,75.0,7.31,2019-07-23 18:29:10
455,Abu Samrah,SY,1563906615,0,44,35.3,37.18,79.18,12.95,2019-07-23 18:30:15
456,Straumen,NO,1563906615,0,68,63.87,11.3,69.8,2.24,2019-07-23 18:30:15
457,Sai Buri,TH,1563906615,48,94,6.7,101.62,74.14,1.92,2019-07-23 18:30:15
458,Nizhnyaya Omka,RU,1563906615,96,79,55.43,74.94,61.9,2.8,2019-07-23 18:30:15
459,Oranjemund,ZA,1563906615,53,81,-28.55,16.43,56.5,15.26,2019-07-23 18:30:15
460,Balakhninskiy,RU,1563906616,10,73,58.01,114.28,53.62,3.13,2019-07-23 18:30:16
461,Pilar,AR,1563906616,0,58,-34.46,-58.91,54.0,11.41,2019-07-23 18:30:16
462,Bintulu,MY,1563906616,75,94,3.17,113.03,77.0,8.05,2019-07-23 18:30:16
463,Yarovoye,RU,1563906617,100,58,52.92,78.56,67.84,7.85,2019-07-23 18:30:17
464,Scarborough,GB,1563906617,4,65,54.28,-0.41,84.2,9.17,2019-07-23 18:30:17
465,Inyonga,TZ,1563906617,19,36,-6.72,32.06,64.06,3.2,2019-07-23 18:30:17
466,Pasighat,IN,1563906617,100,99,28.06,95.33,69.82,1.83,2019-07-23 18:30:17
467,Brandfort,ZA,1563906618,0,19,-28.7,26.46,60.8,13.87,2019-07-23 18:30:18
468,Pachora,IN,1563906618,63,66,20.66,75.35,85.3,15.68,2019-07-23 18:30:18
469,Hambantota,LK,1563906618,100,78,6.12,81.12,80.98,16.06,2019-07-23 18:30:18
470,Jadu,LY,1563906619,0,32,31.95,12.03,81.88,12.24,2019-07-23 18:30:19
471,Narsaq,GL,1563906538,40,58,60.91,-46.05,59.0,11.41,2019-07-23 18:28:58
472,Prado,CO,1563906619,28,30,3.75,-74.93,97.0,11.48,2019-07-23 18:30:19
473,Adrar,DZ,1563906619,0,10,27.87,-0.29,109.4,5.82,2019-07-23 18:30:19
474,Calama,CL,1563906619,0,13,-22.46,-68.93,63.0,28.86,2019-07-23 18:30:19
475,Atar,MR,1563906620,0,12,20.52,-13.05,109.78,8.88,2019-07-23 18:30:20
476,Dunedin,NZ,1563906620,52,82,-45.87,170.5,51.01,13.0,2019-07-23 18:30:20
477,Nyrob,RU,1563906620,3,96,60.74,56.73,58.12,3.04,2019-07-23 18:30:20
478,Tabas,IR,1563906620,0,7,33.6,56.92,98.6,4.7,2019-07-23 18:30:20
479,Alta Floresta,BR,1563906621,0,26,-9.87,-56.08,95.0,5.82,2019-07-23 18:30:21
480,Bosaso,SO,1563906621,100,72,11.28,49.18,88.54,8.99,2019-07-23 18:30:21
481,Damietta,EG,1563906621,0,74,31.42,31.81,82.4,6.93,2019-07-23 18:30:21
482,Beatrice,US,1563906621,1,50,40.27,-96.75,81.0,4.7,2019-07-23 18:30:21
483,Morondava,MG,1563906622,0,62,-20.3,44.28,74.68,14.43,2019-07-23 18:30:22
484,Louga,SN,1563906622,0,70,15.62,-16.22,86.0,9.17,2019-07-23 18:30:22
485,Bubaque,GW,1563906622,92,83,11.28,-15.83,79.54,12.41,2019-07-23 18:30:22
486,Mazamet,FR,1563906622,0,31,43.49,2.38,89.6,17.22,2019-07-23 18:30:22
487,Eyl,SO,1563906623,98,45,7.98,49.82,83.86,26.78,2019-07-23 18:30:23
488,Ca Mau,VN,1563906623,69,90,9.18,105.15,77.92,4.88,2019-07-23 18:30:23
489,Filadelfia,PY,1563906605,88,47,-22.35,-60.04,62.44,8.16,2019-07-23 18:30:05
490,Naousa,GR,1563906623,13,40,40.63,22.07,88.0,3.6,2019-07-23 18:30:23
491,Vila,IT,1563906623,0,49,45.18,8.4,91.99,8.05,2019-07-23 18:30:23
492,Zonguldak,TR,1563906624,0,75,41.25,31.83,76.12,6.13,2019-07-23 18:30:24
493,Mattru,SL,1563906624,100,94,7.62,-11.83,73.24,6.02,2019-07-23 18:30:24
494,Ustka,PL,1563906624,44,89,54.58,16.86,65.86,9.44,2019-07-23 18:30:24
495,Verrettes,HT,1563906624,40,44,19.05,-72.47,93.2,17.22,2019-07-23 18:30:24
496,Akureyri,IS,1563906625,90,71,65.68,-18.09,53.6,13.87,2019-07-23 18:30:25
497,Boguchany,RU,1563906625,63,91,58.38,97.46,58.84,2.08,2019-07-23 18:30:25
498,Savinka,RU,1563906625,2,35,50.08,47.1,74.5,7.07,2019-07-23 18:30:25
499,Starkville,US,1563906555,40,61,33.45,-88.82,82.0,10.29,2019-07-23 18:29:15
500,Ryotsu,JP,1563906626,75,100,38.08,138.43,71.6,2.24,2019-07-23 18:30:26
501,Kwinana,AU,1563906626,100,100,-32.25,115.77,51.01,5.64,2019-07-23 18:30:26
502,Vershino-Shakhtaminskiy,RU,1563906626,30,98,51.3,117.89,44.8,4.21,2019-07-23 18:30:26
503,Jardim,BR,1563906626,0,33,-21.48,-56.15,89.08,9.4,2019-07-23 18:30:26
504,Lebanon,US,1563906627,90,69,40.34,-76.42,77.0,4.7,2019-07-23 18:30:27
505,Hatillo,PR,1563906383,29,79,18.49,-66.83,90.0,13.87,2019-07-23 18:26:23
506,Archidona,EC,1563906627,90,94,-0.91,-77.81,73.4,1.7,2019-07-23 18:30:27
507,Talnakh,RU,1563906627,0,87,69.49,88.39,57.2,17.9,2019-07-23 18:30:27
508,Senneterre,CA,1563906627,75,67,48.39,-77.24,60.8,10.29,2019-07-23 18:30:27
509,Fort Nelson,CA,1563906628,40,53,58.81,-122.69,75.2,2.24,2019-07-23 18:30:28
510,Moindou,NC,1563906628,0,82,-21.69,165.68,55.4,1.12,2019-07-23 18:30:28
511,Itarema,BR,1563906628,55,58,-2.92,-39.92,85.12,13.13,2019-07-23 18:30:28
512,Punjai Puliyampatti,IN,1563906628,40,94,11.35,77.2,73.4,9.17,2019-07-23 18:30:28
513,Tapiogyorgye,HU,1563906629,0,50,47.34,19.95,80.01,11.41,2019-07-23 18:30:29
514,Fuglebjerg,DK,1563906629,0,61,55.31,11.55,78.01,4.7,2019-07-23 18:30:29
515,Whitehorse,CA,1563906614,75,77,60.72,-135.06,66.0,10.29,2019-07-23 18:30:14
516,Huilong,CN,1563906629,32,95,31.15,106.5,72.88,1.28,2019-07-23 18:30:29
517,Burnie,AU,1563906629,2,94,-41.05,145.91,39.99,3.0,2019-07-23 18:30:29
518,Roald,NO,1563906630,75,93,62.58,6.12,69.8,4.7,2019-07-23 18:30:30
519,Brigantine,US,1563906630,90,78,39.41,-74.36,78.01,4.7,2019-07-23 18:30:30
520,Marawi,PH,1563906371,100,92,8.0,124.29,75.99,1.99,2019-07-23 18:26:11
521,Kampong Cham,KH,1563906630,100,77,11.99,105.46,79.36,2.75,2019-07-23 18:30:30
522,Kirkland Lake,CA,1563906630,90,49,48.15,-80.03,68.0,10.29,2019-07-23 18:30:30
523,Porto Velho,BR,1563906631,56,37,-8.75,-63.87,94.48,2.3,2019-07-23 18:30:31
524,Sao Joao da Barra,BR,1563906631,20,61,-21.64,-41.05,78.8,20.8,2019-07-23 18:30:31
525,Bolu,TR,1563906631,0,81,40.73,31.61,61.36,3.02,2019-07-23 18:30:31
526,Shubarshi,KZ,1563906631,45,36,48.59,57.19,76.66,14.7,2019-07-23 18:30:31
527,Belyy Yar,RU,1563906632,46,87,53.6,91.39,59.0,2.24,2019-07-23 18:30:32
528,Sirjan,IR,1563906632,75,34,29.44,55.67,80.98,19.75,2019-07-23 18:30:32
529,Kamaishi,JP,1563906632,93,98,39.28,141.86,62.26,2.13,2019-07-23 18:30:32
530,Kasama,ZM,1563906632,0,44,-10.21,31.19,58.48,3.38,2019-07-23 18:30:32
531,Rosarito,CO,1563906633,75,88,4.91,-75.23,77.0,5.82,2019-07-23 18:30:33
532,Salinopolis,BR,1563906633,63,76,-0.61,-47.36,81.88,16.55,2019-07-23 18:30:33
533,Batticaloa,LK,1563906633,99,78,7.71,81.69,77.38,1.39,2019-07-23 18:30:33
534,Butte,US,1563906633,40,25,46.01,-112.54,86.0,9.17,2019-07-23 18:30:33
535,The Valley,AI,1563906483,20,62,18.22,-63.06,89.6,19.46,2019-07-23 18:28:03
536,Dicabisagan,PH,1563906634,88,93,17.08,122.42,74.68,2.01,2019-07-23 18:30:34
537,Oda,JP,1563906634,55,89,35.19,132.5,75.22,16.49,2019-07-23 18:30:34
538,Porto Novo,BR,1563906634,0,36,-23.68,-45.44,80.6,3.36,2019-07-23 18:30:34
539,Mandalgovi,MN,1563906634,0,82,45.76,106.27,59.2,4.97,2019-07-23 18:30:34
540,Hirara,JP,1563906635,99,79,24.8,125.28,82.78,8.39,2019-07-23 18:30:35
541,Milkovo,BG,1563906635,40,73,41.53,24.68,81.0,9.17,2019-07-23 18:30:35
542,Ormond Beach,US,1563906485,75,70,29.29,-81.06,93.0,6.93,2019-07-23 18:28:05
543,Filingue,NE,1563906635,41,32,14.35,3.32,95.56,6.85,2019-07-23 18:30:35
544,Tartagal,AR,1563906635,90,54,-22.52,-63.8,57.2,5.82,2019-07-23 18:30:35
545,Belaya Gora,RU,1563906636,100,44,68.54,146.19,51.82,12.95,2019-07-23 18:30:36
546,Noumea,NC,1563906636,0,82,-22.28,166.46,55.4,1.12,2019-07-23 18:30:36
547,Voh,NC,1563906636,0,71,-20.95,164.69,66.58,16.82,2019-07-23 18:30:36
548,Fort Wellington,GY,1563906636,73,69,6.4,-57.6,85.66,6.49,2019-07-23 18:30:36
549,Ballina,IE,1563906637,40,73,54.11,-9.15,73.99,12.75,2019-07-23 18:30:37
550,Oktyabrskiy,RU,1563906637,75,88,55.61,37.97,64.4,4.47,2019-07-23 18:30:37
551,Yaya,RU,1563906638,20,86,56.2,86.45,52.54,2.44,2019-07-23 18:30:38
552,Mollendo,PE,1563906638,100,80,-17.03,-72.02,59.38,11.45,2019-07-23 18:30:38
553,Nizwa,OM,1563906638,22,66,22.93,57.53,78.1,9.66,2019-07-23 18:30:38
554,Ixtapa,MX,1563906638,90,70,20.71,-105.21,86.0,5.82,2019-07-23 18:30:38
555,Isiro,CD,1563906638,43,96,2.77,27.62,68.02,1.72,2019-07-23 18:30:38
556,Pringsewu,ID,1563906639,63,93,-5.36,104.98,67.12,2.13,2019-07-23 18:30:39
